G_Name,Year,Amount,
Santa Fe Community Foundation,2018,24053.00,
McCune Charitable Foundation,2018,20000.00,
Wrather Family Foundation,2018,20000.00,
Community Foundation of the Ozarks Inc,2018,19000.00,
The Cynthia and George Mitchell Foundation,2018,15000.00,
Rose Foundation for Communities and the Environment,2018,14800.00,
United Way Worldwide,2018,14310.00,
The George Gund Foundation,2018,10000.00,
RSF Social Finance,2018,10000.00,
The JPMorgan Chase Foundation,2018,8666.00,
"Elbert H., Evelyn J. and Karen H. Waldron Charitable Foundation, Inc.",2018,7500.00,
The Reitzel Cook Family Foundation,2018,6000.00,
The Mericos Foundation,2018,5000.00,
A. William & Eileen Pratt Foundation,2018,5000.00,
"Weissman Family Foundation, Inc.",2018,5000.00,
Naida S. Wharton Foundation,2018,5000.00,
Maurice Amado Foundation,2018,5000.00,
"The Prentice Foundation, Inc.",2018,4000.00,
Stanley Family Foundation,2018,4000.00,
S. Irving and Anne Nevard Sherr Foundation Inc.,2018,3000.00,
Thomas C. and Mary Ann Hays Family Charitable Trust,2018,3000.00,
Leo Gallagher Foundation,2018,2800.00,
"The Parasol Tahoe Community Foundation, Inc.",2018,2500.00,
Bonnie Ward Simon Trust,2018,2500.00,
Katz Family Foundation,2018,2500.00,
Keller Kingsberg Family Foundation,2018,2000.00,
Quitiplas Foundation,2018,2000.00,
"Schulstad Family Foundation, Inc.",2018,2000.00,
Michael and Ina Korek Foundation Trust,2018,2000.00,
Abbvie Foundation,2018,1643.00,
The S&P Global Foundation,2018,1500.00,
Ohana East Foundation,2018,1374.00,
"Mirowski Family Foundation, Inc.",2018,1200.00,
The Constable Foundation,2018,1000.00,
National Christian Charitable Foundation Inc,2018,1000.00,
Jewish Community Foundation of Greater Hartford,2018,1000.00,
The Winmax Foundation Inc.,2018,1000.00,
Benedict Family Foundation,2018,500.00,
The Ajana Foundation,2018,500.00,
Lillian Lincoln Foundation,2018,250.00,
The Lomax Family Foundation,2018,250.00,
The Chicago Community Trust,2018,250.00,
The Chicago Community Trust,2018,250.00,
The Springcreek Foundation,2018,250.00,
The Eaton Gift Inc,2018,250.00,
Verizon Foundation,2018,100.00,
Verizon Foundation,2018,75.00,
Aon Foundation,2018,50.00,
The William and Flora Hewlett Foundation,2017,1000000.00,
"The Partnership Project, Inc.",2017,616355.00,
Arie and Ida Crown Memorial,2017,125000.00,
The California Endowment,2017,114980.00,
Treeline Foundation,2017,110000.00,
"Rockefeller Brothers Fund, Inc.",2017,54000.00,
"ImpactAssets, Inc.",2017,51750.00,
Santa Fe Community Foundation,2017,43011.00,
Shugar Magic Foundation,2017,43000.00,
Minneapolis Jewish Federation,2017,20000.00,
RSF Social Finance,2017,16000.00,
Minneapolis Jewish Federation,2017,20000.00,
RSF Social Finance,2017,16000.00,
Key Lime Foundation,2017,12500.00,
The Oxford Area Foundation,2017,10000.00,
The JPMorgan Chase Foundation,2017,5101.00,
"Weissman Family Foundation, Inc.",2017,5000.00,
The Ruskin-Zafren Foundation,2017,3000.00,
The Intuit Foundation,2017,2860.00,
Leo Gallagher Foundation,2017,2800.00,
Brotman Foundation of California,2017,2500.00,
S. Irving and Anne Nevard Sherr Foundation Inc.,2017,2000.00,
Keller Kingsberg Family Foundation,2017,2000.00,
The Michelle and Robert Friend Foundation,2017,1000.00,
Rhe Charitable Foundation,2017,400.00,
Abbvie Foundation,2017,200.00,
The William and Flora Hewlett Foundation,2016,1260000.00,
Sea Change Foundation,2016,875000.00,
Sea Change Foundation,2016,875000.00,
The William and Flora Hewlett Foundation,2016,400000.00,
Shugar Magic Foundation,2016,305556.00,
"The Partnership Project, Inc.",2016,148867.00,
Julian Grace Foundation,2016,135000.00,
"Network for Good, Inc.",2016,77279.00,
"Weissman Family Foundation, Inc.",2016,55000.00,
"The David Rockefeller Fund, Inc.",2016,40000.00,
"The Scherman Foundation, Inc.",2016,40000.00,
"Network for Good, Inc.",2016,39675.00,
Limestone Foundation,2016,20000.00,
The Mann Family Foundation,2016,15000.00,
"ImpactAssets, Inc.",2016,13500.00,
McCune Charitable Foundation,2016,10000.00,
The Springcreek Foundation,2016,7000.00,
The Miami Foundation,2016,6000.00,
Newton & Rochelle Becker Charitable Trust,2016,5000.00,
The Almar Foundation,2016,2500.00,
S. Irving and Anne Nevard Sherr Foundation Inc.,2016,2000.00,
The Racoosin Family Foundation,2016,2000.00,
Straus Family Foundation,2016,1500.00,
Key Foundation,2016,1000.00,
AT&T Foundation,2016,250.00,
"The Fox Family Charitable Foundation, Inc.",2016,100.00,
Illinois Tool Works Foundation,2016,90.00,
"The Fox Family Charitable Foundation, Inc.",2016,100.00,
Illinois Tool Works Foundation,2016,90.00,
Chorus Foundation,2020,2000.00,
The Libra Foundation,2020,450000.00,
The William and Flora Hewlett Foundation,2019,600000.00,
"Compton Foundation, Inc.",2016,50000.00,
"Compton Foundation, Inc.",2015,50000.00,
Paul M. Angell Family Foundation,2020,856800.00,
Paul M. Angell Family Foundation,2020,50000.00,
Gordon and Betty Moore Foundation,2015,500000.00,
California Community Foundation,2020,315000.00,
"Northlight Foundation, Inc.",2019,50000.00,
Tides Foundation,2017,20109.00,
Wallace Global Fund II,2016,50000.00,
Wallace Global Fund II,2015,50000.00,
The California Endowment,2017,104167.00,
The California Endowment,2015,500000.00,
The Libra Foundation,2020,250000.00,
Climate Justice Resilience Fund,2019,300000.00,
Mortenson Family Foundation,2019,50000.00,
Mortenson Family Foundation,2019,10000.00,
NoVo Foundation,2018,2271300.00,
Wallace Global Fund II,2018,25000.00,
The David and Lucile Packard Foundation,2017,85500.00,
The Swift Foundation,2017,25000.00,
Foundation for a Just Society,2016,750000.00,
The Libra Foundation,2016,40000.00,
NoVo Foundation,2015,2650000.00,
NoVo Foundation,2015,70000.00,
NoVo Foundation,2015,50000.00,
The Libra Foundation,2015,40000.00,
The California Endowment,2019,75000.00,
The William and Flora Hewlett Foundation,2018,200000.00,
The William and Flora Hewlett Foundation,2017,400000.00,
The William and Flora Hewlett Foundation,2016,300000.00,
Ford Foundation,2016,175000.00,
"Compton Foundation, Inc.",2016,30000.00,
The California Endowment,2015,250009.00,
"Surdna Foundation, Inc.",2015,175000.00,
Mertz Gilmore Foundation,2017,40000.00,
The John Merck Fund,2020,85000.00,
The Grove Foundation,2019,80000.00,
Wallace Global Fund II,2018,80000.00,
San Francisco Foundation,2018,21000.00,
The California Endowment,2017,1500.00,
The California Endowment,2016,1000.00,
"Surdna Foundation, Inc.",2018,75000.00,
The William and Flora Hewlett Foundation,2020,750000.00,
The William and Flora Hewlett Foundation,2020,250000.00,
Global Greengrants Fund Inc,2017,2778.00,
"Grassroots International, Inc.",2017,10000.00,
"American Jewish World Service, Inc.",2020,15000.00,
Global Greengrants Fund Inc,2018,1944.00,
The George Gund Foundation,2019,80000.00,
Marin Community Foundation,2019,15000.00,
The Rudolph J. & Daphne A. Munzer Foundation,2019,1000.00,
The Schmidt Family Foundation,2018,275000.00,
Farm Aid Inc,2018,7500.00,
Farm Aid Inc,2017,5000.00,
The Schmidt Family Foundation,2016,100000.00,
Gaia Fund,2016,60000.00,
Farm Aid Inc,2016,5000.00,
The David and Lucile Packard Foundation,2015,300000.00,
The David and Lucile Packard Foundation,2015,36153.00,
North County Advocates,2016,3450.00,
The Swift Foundation,2017,25000.00,
The Bullitt Foundation,2016,43000.00,
Barnes Family Foundation,2016,150.00,
Barnes Family Foundation,2016,150.00,
Environmental Defense Fund Incorporated,2018,75000.00,
Environmental Defense Fund Incorporated,2017,120000.00,
Environmental Defense Fund Incorporated,2017,120000.00,
Willard & Frances Hendrix Foundation,2019,5000.00,
The JPMorgan Chase Foundation,2019,950.00,
Environmental Fund of Washington,2018,11526.00,
Mortenson Family Foundation,2018,2500.00,
Tellumind Foundation,2018,2000.00,
The JPMorgan Chase Foundation,2018,650.00,
Environmental Fund of Washington,2017,31635.00,
Peach Foundation,2017,25000.00,
Fidelity Investments Charitable Gift Fund,2017,14400.00,
Community Foundation of South Puget Sound,2017,1942.00,
The JPMorgan Chase Foundation,2017,688.00,
RealNetworks Foundation,2017,100.00,
The Furnessville Foundation,2016,150100.00,
Environmental Fund of Washington,2016,33443.00,
"ImpactAssets, Inc.",2016,16500.00,
Willard & Frances Hendrix Foundation,2016,5000.00,
Tellumind Foundation,2016,2000.00,
Oregon Community Foundation,2016,1000.00,
Fidelity Investments Charitable Gift Fund,2016,500.00,
Fidelity Investments Charitable Gift Fund,2016,400.00,
AmazonSmile Foundation,2016,133.00,
Fidelity Investments Charitable Gift Fund,2016,100.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
AmazonSmile Foundation,2016,133.00,
Fidelity Investments Charitable Gift Fund,2016,100.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Fidelity Investments Charitable Gift Fund,2016,50.00,
Sea Change Foundation,2015,500000.00,
Environmental Fund of Washington,2015,32997.00,
Tides Foundation,2015,30000.00,
The Bullitt Foundation,2019,20000.00,
Council of State and Territorial Epidemiologists,2019,10909.00,
World Resources Institute,2019,171050.00,
Climate Justice Resilience Fund,2019,354208.00,
Clif Bar Family Foundation,2017,2500.00,
Tides Foundation,2017,55000.00,
Tides Foundation,2017,10000.00,
Russell Grinnell Memorial Trust,2018,50000.00,
Davis Conservation Foundation,2016,5000.00,
Sustainable Forestry Initiative Inc,2018,30000.00,
Global Greengrants Fund Inc,2019,5000.00,
Global Greengrants Fund Inc,2016,4190.00,
Global Greengrants Fund Inc,2018,5000.00,
Ford Foundation,2019,250000.00,
Ford Foundation,2018,250000.00,
Ford Foundation,2017,250000.00,
Westchester Community Foundation,2015,30000.00,
Ivey Foundation,2019,35000.00,
Tides Foundation,2017,59257.00,
"Rockefeller Brothers Fund, Inc.",2018,30000.00,
NoVo Foundation,2015,75000.00,
Global Greengrants Fund Inc,2018,5000.00,
Global Greengrants Fund Inc,2018,5000.00,
"Proteus Fund, Inc.",2017,25000.00,
Tides Foundation,2017,19666.00,
Tides Foundation,2017,19666.00,
Global Greengrants Fund Inc,2016,3000.00,
Oak Foundation,2018,968352.00,
The William and Flora Hewlett Foundation,2018,400000.00,
The William and Flora Hewlett Foundation,2020,250000.00,
NoVo Foundation,2018,900000.00,
Annenberg Foundation,2019,15000.00,
Amalgamated Charitable Foundation Inc,2019,11000.00,
Global Greengrants Fund Inc,2019,17900.00,
Ivey Foundation,2019,75000.00,
Ottumwa Regional Legacy Foundation,2019,4000.00,
Both ENDS Foundation,2017,44785.00,
Global Greengrants Fund Inc,2019,2800.00,
Global Greengrants Fund Inc,2017,3500.00,
Global Greengrants Fund Inc,2016,3500.00,
Global Greengrants Fund Inc,2019,4000.00,
Global Greengrants Fund Inc,2018,5000.00,
Global Greengrants Fund Inc,2017,5000.00,
Global Greengrants Fund Inc,2016,3000.00,
Global Greengrants Fund Inc,2017,3500.00,
Global Greengrants Fund Inc,2016,3000.00,
"The Global Fund for Women, Inc.",2018,20000.00,
The Charles Léopold Mayer Foundation for Human Progress,2015,27750.00,
Global Greengrants Fund Inc,2016,4000.00,
Joseph Rowntree Charitable Trust,2016,137581.00,
The Christensen Fund,2016,60000.00,
Unbound Philanthropy,2020,114769.00,
The William and Flora Hewlett Foundation,2019,200000.00,
Wallace Global Fund II,2018,25000.00,
Alfred P. Sloan Foundation,2016,285000.00,
ClimateWorks Foundation,2016,90000.00,
The California Endowment,2019,75000.00,
Global Greengrants Fund Inc,2018,5000.00,
"Grassroots International, Inc.",2017,37582.00,
"The Snow Foundation, Ltd.",2017,7741.00,
Fondazione CON IL SUD,2019,87213.00,
International Indigenous Women's Forum,2016,40929.00,
Global Greengrants Fund Inc,2019,3000.00,
Bleeke Family Foundation,2016,65.00,
Bleeke Family Foundation,2016,65.00,
The California Endowment,2019,50000.00,
Global Greengrants Fund Inc,2017,5000.00,
Clif Bar Family Foundation,2019,3000.00,
Multiplier,2018,25000.00,
Heffernan Group Foundation,2017,250.00,
The California Endowment,2017,150234.00,
Global Greengrants Fund Inc,2018,2500.00,
Mama Cash,2019,111811.00,
Mama Cash,2019,111811.00,
Mama Cash,2019,22362.00,
Mama Cash,2018,105933.00,
Oak Foundation,2015,600000.00,
"The New-Land Foundation, Inc.",2018,15000.00,
"The New-Land Foundation, Inc.",2015,30000.00,
The Wolcott Family Foundation,2017,5000.00,
"Grassroots International, Inc.",2017,10000.00,
"Grassroots International, Inc.",2017,3000.00,
The William and Flora Hewlett Foundation,2018,250000.00,
Ford Foundation,2020,50000.00,
King Baudouin Foundation,2018,17655.00,
King Baudouin Foundation,2017,11481.00,
ClimateWorks Foundation,2016,53825.00,
King Baudouin Foundation,2019,3387.00,
The Charles Léopold Mayer Foundation for Human Progress,2015,721501.00,
"Code Blue Charitable Foundation, Inc.",2018,1500.00,
Robert Rauschenberg Foundation,2017,300000.00,
"Code Blue Charitable Foundation, Inc.",2017,20000.00,
"Code Blue Charitable Foundation, Inc.",2017,20000.00,
Robert Rauschenberg Foundation,2016,150000.00,
The Paul G. Allen Family Foundation,2018,250000.00,
The William and Flora Hewlett Foundation,2020,500000.00,
The Grove Foundation,2020,900000.00,
The Libra Foundation,2020,250000.00,
The Libra Foundation,2020,200000.00,
Tides Foundation,2020,150000.00,
The John Merck Fund,2020,100000.00,
The Grove Foundation,2020,25000.00,
The Libra Foundation,2019,500000.00,
The Grove Foundation,2019,100000.00,
Oak Foundation,2015,500000.00,
High Meadows Fellows Program at Princeton Three Court Street,2017,22500.00,
Clif Bar Family Foundation,2018,6000.00,
"Proteus Fund, Inc.",2017,6000.00,
Global Greengrants Fund Inc,2018,5000.00,
New Israel Foundation,2019,4885.00,
Global Greengrants Fund Inc,2016,4000.00,
Merck Family Fund,2019,20000.00,
The David and Lucile Packard Foundation,2018,200000.00,
The David and Lucile Packard Foundation,2017,160000.00,
The David and Lucile Packard Foundation,2015,240000.00,
"Rockefeller Brothers Fund, Inc.",2016,30000.00,
M.J. Murdock Charitable Trust,2019,59998.00,
The George Gund Foundation,2020,155000.00,
Snyder Family Foundation,2018,1000.00,
Snyder Family Foundation,2018,1000.00,
Esmée Fairbairn Foundation,2018,331295.00,
Annenberg Foundation,2019,50000.00,
RSF Social Finance,2018,15000.00,
"ImpactAssets, Inc.",2018,10250.00,
Mental Insight Foundation,2017,50000.00,
RSF Social Finance,2017,20000.00,
RSF Social Finance,2017,20000.00,
WWW Foundation,2017,7000.00,
Silicon Valley Community Foundation,2017,200.00,
RSF Social Finance,2016,15000.00,
Silicon Valley Community Foundation,2015,30000.00,
Center for Economic Democracy Inc,2019,5156.00,
The Strong Foundation for Environmental Values,2017,2000.00,
Sierra Foothills Audubon Society,2018,10000.00,
"The Keith Campbell Foundation for the Environment, Inc.",2020,75000.00,
The David and Lucile Packard Foundation,2019,275000.00,
Paul M. Angell Family Foundation,2019,25000.00,
The Elizabeth R. and William J. Patterson Foundation,2018,450000.00,
The Elizabeth R. and William J. Patterson Foundation,2018,200000.00,
Bella Vista Foundation,2017,40000.00,
