R_Name,Year,Amount,
Rooted in Resilience,2016,200000.00,
Rooted in Resilience,2015,200000.00,
Rose Foundation for Communities and the Environment,2016,114500.00,
Roses in Concrete,2018,20000.00,
Ruckus Society,2016,20000.00,
Save The Bay,2016,5000.00,
Sierra Club Foundation,2020,3000000.00,
Sierra Club Foundation,2020,75000.00,
Sierra Club Foundation,2020,5000.00,
Sierra Club Foundation,2020,500.00,
Sierra Club Foundation,2019,388800.00,
Sierra Club Foundation,2019,350000.00,
Sierra Club Foundation,2019,140000.00,
Sierra Club Foundation,2019,125000.00,
Sierra Club Foundation,2019,110000.00,
Sierra Club Foundation,2019,100000.00,
Sierra Club Foundation,2019,100000.00,
Sierra Club Foundation,2019,25000.00,
Sierra Club Foundation,2019,5000.00,
Sierra Club Foundation,2019,3700.00,
Sierra Club Foundation,2019,3000.00,
Sierra Club Foundation,2019,1000.00,
Sierra Club Foundation,2019,500.00,
Sierra Club Foundation,2019,250.00,
Sierra Club Foundation,2018,15000000.00,
Sierra Club Foundation,2018,7500000.00,
Sierra Club Foundation,2018,763196.00,
Sierra Club Foundation,2018,200000.00,
Sierra Club Foundation,2018,200000.00,
Sierra Club Foundation,2018,150000.00,
Sierra Club Foundation,2018,125000.00,
Sierra Club Foundation,2018,110000.00,
Sierra Club Foundation,2018,90000.00,
Sierra Club Foundation,2018,75000.00,
Sierra Club Foundation,2018,70300.00,
Sierra Club Foundation,2018,70000.00,
Sierra Club Foundation,2018,67832.00,
Sierra Club Foundation,2018,60020.00,
Sierra Club Foundation,2018,50000.00,
Sierra Club Foundation,2018,50000.00,
Sierra Club Foundation,2018,50000.00,
Sierra Club Foundation,2018,40000.00,
Sierra Club Foundation,2018,25000.00,
Sierra Club Foundation,2018,24053.00,
Sierra Club Foundation,2018,20000.00,
Sierra Club Foundation,2018,20000.00,
Sierra Club Foundation,2018,19000.00,
Sierra Club Foundation,2018,15000.00,
Sierra Club Foundation,2018,14800.00,
Sierra Club Foundation,2018,14310.00,
Sierra Club Foundation,2018,10000.00,
Sierra Club Foundation,2018,10000.00,
Sierra Club Foundation,2018,8666.00,
Sierra Club Foundation,2018,7500.00,
Sierra Club Foundation,2018,6000.00,
Sierra Club Foundation,2018,5000.00,
Sierra Club Foundation,2018,5000.00,
Sierra Club Foundation,2018,5000.00,
Sierra Club Foundation,2018,5000.00,
Sierra Club Foundation,2018,5000.00,
Sierra Club Foundation,2018,4000.00,
Sierra Club Foundation,2018,4000.00,
Sierra Club Foundation,2018,3000.00,
Sierra Club Foundation,2018,3000.00,
Sierra Club Foundation,2018,2800.00,
Sierra Club Foundation,2018,2500.00,
Sierra Club Foundation,2018,2500.00,
Sierra Club Foundation,2018,2500.00,
Sierra Club Foundation,2018,2000.00,
Sierra Club Foundation,2018,2000.00,
Sierra Club Foundation,2018,2000.00,
Sierra Club Foundation,2018,2000.00,
Sierra Club Foundation,2018,1643.00,
Sierra Club Foundation,2018,1500.00,
Sierra Club Foundation,2018,1374.00,
Sierra Club Foundation,2018,1200.00,
Sierra Club Foundation,2018,1000.00,
Sierra Club Foundation,2018,1000.00,
Sierra Club Foundation,2018,1000.00,
Sierra Club Foundation,2018,1000.00,
Sierra Club Foundation,2018,500.00,
Sierra Club Foundation,2018,500.00,
Sierra Club Foundation,2018,250.00,
Sierra Club Foundation,2018,250.00,
Sierra Club Foundation,2018,250.00,
Sierra Club Foundation,2018,250.00,
Sierra Club Foundation,2018,250.00,
Sierra Club Foundation,2018,250.00,
Sierra Club Foundation,2018,100.00,
Sierra Club Foundation,2018,75.00,
Sierra Club Foundation,2018,50.00,
Sierra Club Foundation,2017,1000000.00,
Sierra Club Foundation,2017,616355.00,
Sierra Club Foundation,2017,125000.00,
Sierra Club Foundation,2017,114980.00,
Sierra Club Foundation,2017,110000.00,
Sierra Club Foundation,2017,54000.00,
Sierra Club Foundation,2017,51750.00,
Sierra Club Foundation,2017,43011.00,
Sierra Club Foundation,2017,43000.00,
Sierra Club Foundation,2017,20000.00,
Sierra Club Foundation,2017,16000.00,
Sierra Club Foundation,2017,20000.00,
Sierra Club Foundation,2017,16000.00,
Sierra Club Foundation,2017,12500.00,
Sierra Club Foundation,2017,10000.00,
Sierra Club Foundation,2017,5101.00,
Sierra Club Foundation,2017,5000.00,
Sierra Club Foundation,2017,3000.00,
Sierra Club Foundation,2017,2860.00,
Sierra Club Foundation,2017,2800.00,
Sierra Club Foundation,2017,2500.00,
Sierra Club Foundation,2017,2000.00,
Sierra Club Foundation,2017,2000.00,
Sierra Club Foundation,2017,1000.00,
Sierra Club Foundation,2017,400.00,
Sierra Club Foundation,2017,200.00,
Sierra Club Foundation,2016,1260000.00,
Sierra Club Foundation,2016,875000.00,
Sierra Club Foundation,2016,875000.00,
Sierra Club Foundation,2016,400000.00,
Sierra Club Foundation,2016,305556.00,
Sierra Club Foundation,2016,148867.00,
Sierra Club Foundation,2016,135000.00,
Sierra Club Foundation,2016,77279.00,
Sierra Club Foundation,2016,55000.00,
Sierra Club Foundation,2016,40000.00,
Sierra Club Foundation,2016,40000.00,
Sierra Club Foundation,2016,39675.00,
Sierra Club Foundation,2016,20000.00,
Sierra Club Foundation,2016,15000.00,
Sierra Club Foundation,2016,13500.00,
Sierra Club Foundation,2016,10000.00,
Sierra Club Foundation,2016,7000.00,
Sierra Club Foundation,2016,6000.00,
Sierra Club Foundation,2016,5000.00,
Sierra Club Foundation,2016,2500.00,
Sierra Club Foundation,2016,2000.00,
Sierra Club Foundation,2016,2000.00,
Sierra Club Foundation,2016,1500.00,
Sierra Club Foundation,2016,1000.00,
Sierra Club Foundation,2016,250.00,
Sierra Club Foundation,2016,100.00,
Sierra Club Foundation,2016,90.00,
Sierra Club Foundation,2016,100.00,
Sierra Club Foundation,2016,90.00,
Speak Out,2020,2000.00,
The Center for Cultural Power,2020,450000.00,
The Center for Cultural Power,2019,600000.00,
The Center for Cultural Power,2016,50000.00,
The Center for Cultural Power,2015,50000.00,
The Coral Reef Alliance,2020,856800.00,
The Coral Reef Alliance,2020,50000.00,
The Coral Reef Alliance,2015,500000.00,
The Solutions Project,2020,315000.00,
The Solutions Project,2019,50000.00,
The Solutions Project,2017,20109.00,
The Solutions Project,2016,50000.00,
The Solutions Project,2015,50000.00,
The Unity Council,2017,104167.00,
The Unity Council,2015,500000.00,
Thousand Currents,2020,250000.00,
Thousand Currents,2019,300000.00,
Thousand Currents,2019,50000.00,
Thousand Currents,2019,10000.00,
Thousand Currents,2018,2271300.00,
Thousand Currents,2018,25000.00,
Thousand Currents,2017,85500.00,
Thousand Currents,2017,25000.00,
Thousand Currents,2016,750000.00,
Thousand Currents,2016,40000.00,
Thousand Currents,2015,2650000.00,
Thousand Currents,2015,70000.00,
Thousand Currents,2015,50000.00,
Thousand Currents,2015,40000.00,
TransformCA,2019,75000.00,
TransformCA,2018,200000.00,
TransformCA,2017,400000.00,
TransformCA,2016,300000.00,
TransformCA,2016,175000.00,
TransformCA,2016,30000.00,
TransformCA,2015,250009.00,
TransformCA,2015,175000.00,
United Power,2017,40000.00,
Vote Solar,2020,85000.00,
Vote Solar,2019,80000.00,
Vote Solar,2018,80000.00,
W Oakland Environmental Indicators Project,2018,21000.00,
YMCA Camp Loma Mar,2017,1500.00,
YMCA of the East Bay,2016,1000.00,
Climate Solutions Collaborative,2018,75000.00,
New Energy Nexus,2020,750000.00,
Nia Community Foundation,2020,250000.00,
Familias afectadas Lucia Zenteno,2017,2778.00,
Union of Organizations of the Sierra Juarez of Oaxaca,2017,10000.00,
Anonymous Recipient,2020,15000.00,
Sembrando Vida,2018,1944.00,
New Agrarian Center,2019,80000.00,
Occidental Arts and Ecology Center,2019,15000.00,
Occidental Arts and Ecology Center,2019,1000.00,
Occidental Arts and Ecology Center,2018,275000.00,
Occidental Arts and Ecology Center,2018,7500.00,
Occidental Arts and Ecology Center,2017,5000.00,
Occidental Arts and Ecology Center,2016,100000.00,
Occidental Arts and Ecology Center,2016,60000.00,
Occidental Arts and Ecology Center,2016,5000.00,
Occidental Arts and Ecology Center,2015,300000.00,
Occidental Arts and Ecology Center,2015,36153.00,
Preserve Calavera,2016,3450.00,
Bad River Band of Lake Superior Tribe of Chippewa Indians,2017,25000.00,
NATIONAL FISHERIES CONSERVATION CENTER,2016,43000.00,
"Feed the Children, Inc.",2016,150.00,
"Feed the Children, Inc.",2016,150.00,
Ground Water Research & Education FDN,2018,75000.00,
Ground Water Research & Education FDN,2017,120000.00,
Ground Water Research & Education FDN,2017,120000.00,
Climate Solutions,2019,5000.00,
Climate Solutions,2019,950.00,
Climate Solutions,2018,11526.00,
Climate Solutions,2018,2500.00,
Climate Solutions,2018,2000.00,
Climate Solutions,2018,650.00,
Climate Solutions,2017,31635.00,
Climate Solutions,2017,25000.00,
Climate Solutions,2017,14400.00,
Climate Solutions,2017,1942.00,
Climate Solutions,2017,688.00,
Climate Solutions,2017,100.00,
Climate Solutions,2016,150100.00,
Climate Solutions,2016,33443.00,
Climate Solutions,2016,16500.00,
Climate Solutions,2016,5000.00,
Climate Solutions,2016,2000.00,
Climate Solutions,2016,1000.00,
Climate Solutions,2016,500.00,
Climate Solutions,2016,400.00,
Climate Solutions,2016,133.00,
Climate Solutions,2016,100.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,133.00,
Climate Solutions,2016,100.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2016,50.00,
Climate Solutions,2015,500000.00,
Climate Solutions,2015,32997.00,
Climate Solutions,2015,30000.00,
Thurston Climate Action Team,2019,20000.00,
Washington State Department of Social and Health Services,2019,10909.00,
"Washington, State of",2019,171050.00,
Youth Climate Lab,2019,354208.00,
IDEAS For Us,2017,2500.00,
Organize Florida,2017,55000.00,
Organize Florida,2017,10000.00,
University of Maine - Orono,2018,50000.00,
University of Maine - Orono,2016,5000.00,
University of Maine-Orono,2018,30000.00,
Asociaciòn Integral de Produccion Orgànica de Peñas,2019,5000.00,
Centro de Apoyo Ambiental y Participacion Social,2016,4190.00,
Colectivo Casa - Colectivo De Coordinación De Acciones Socio Ambientales,2018,5000.00,
Rainforest Foundation Norway,2019,250000.00,
Rainforest Foundation Norway,2018,250000.00,
Rainforest Foundation Norway,2017,250000.00,
Sustainable Westchester,2015,30000.00,
Climate Action Network Canada - Reseau Action Climat Canada,2019,35000.00,
Climate Action Network Canada - Reseau Action Climat Canada,2017,59257.00,
Douglas-Coldwell Foundation,2018,30000.00,
Idle No More International,2015,75000.00,
Indigenous Climate Action,2018,5000.00,
Indigenous Climate Action,2018,5000.00,
Indigenous Climate Action,2017,25000.00,
Indigenous Climate Action,2017,19666.00,
Indigenous Climate Action,2017,19666.00,
Indigenous Climate Action,2016,3000.00,
International Development Research Centre,2018,968352.00,
National Environmental Treasure,2018,400000.00,
Nature Canada,2020,250000.00,
Nobel Women's Initiative,2018,900000.00,
Polaris Institute,2019,15000.00,
Polaris Institute,2019,11000.00,
Powershift: Young and Rising,2019,17900.00,
Seed Change (formerly Usc Canada),2019,75000.00,
Izaak Walton League: Ottumwa Chapter,2019,4000.00,
Action pour la Promotion des Droits de lEnfant au Burkina Faso,2017,44785.00,
Association Faso EnviProtek,2019,2800.00,
Association Faso EnviProtek,2017,3500.00,
Association Faso EnviProtek,2016,3500.00,
Association Lagme Yensgo,2019,4000.00,
Association Lagme Yensgo,2018,5000.00,
Association Lagme Yensgo,2017,5000.00,
Association Lagme Yensgo,2016,3000.00,
Lagem-Taaba,2017,3500.00,
Lagem-Taaba,2016,3000.00,
Association Solidarite des Productrices Agro-Pastorales de Ouahigouya,2018,20000.00,
Sucre éthique,2015,27750.00,
Smallholders Foundation,2016,4000.00,
Climate Outreach and Information Network,2016,137581.00,
InsightShare,2016,60000.00,
People and Planet Student Activities,2020,114769.00,
University of Oxford,2019,200000.00,
University of Oxford,2018,25000.00,
University of Oxford,2016,285000.00,
University of Oxford,2016,90000.00,
Organizacion En California De Lideres Campesinas,2019,75000.00,
"Gitib, Incorporated",2018,5000.00,
MPNKP - National Congress of the Papaye Peasant Movement,2017,37582.00,
Documentary Australia Foundation,2017,7741.00,
Fondazione PuntoSUD,2019,87213.00,
"PAIMURI, Organización de Mujeres Rurales e Indígenas, Paillaco, Sur de Chile",2016,40929.00,
Koupweliki OH Wauneki Atail-Sohso,2019,3000.00,
Palm Springs Air Museum Inc,2016,65.00,
Palm Springs Air Museum Inc,2016,65.00,
The LGBTQ Community Center of the Desert,2019,50000.00,
Freedom from Debt Coalition - Eastern Visayas,2017,5000.00,
Acterra: Action for a Healthy Planet,2019,3000.00,
Acterra: Action for a Healthy Planet,2018,25000.00,
Bacc,2017,250.00,
Learning Policy Institute,2017,150234.00,
Wahana Lingkungan Hidup Indonesia – Friends of the Earth Indonesia,2018,2500.00,
FRIDA - The Young Feminist Fund,2019,111811.00,
FRIDA - The Young Feminist Fund,2019,111811.00,
FRIDA - The Young Feminist Fund,2019,22362.00,
FRIDA - The Young Feminist Fund,2018,105933.00,
Fundacion Avina,2015,600000.00,
Citizens for A Healthy Community,2018,15000.00,
Citizens for A Healthy Community,2015,30000.00,
The Learning Council,2017,5000.00,
Peasant Movement of Papaye,2017,10000.00,
Peasant Movement of Papaye,2017,3000.00,
2 Degrees Investing Initiative,2018,250000.00,
Association SHERPA,2020,50000.00,
Collectif sauvons le climat,2018,17655.00,
Collectif sauvons le climat,2017,11481.00,
Fondation Institut de Recherche pour le Developpement Durable et les Relations Internationales,2016,53825.00,
Fonds Urgence et Développement,2019,3387.00,
Forum Chine-Europe,2015,721501.00,
SUNDANCE INSTITUTE,2018,1500.00,
SUNDANCE INSTITUTE,2017,300000.00,
SUNDANCE INSTITUTE,2017,20000.00,
SUNDANCE INSTITUTE,2017,20000.00,
SUNDANCE INSTITUTE,2016,150000.00,
California Institute of Technology,2018,250000.00,
Calstart Inc,2020,500000.00,
Climate and Clean Energy Equity Fund,2020,900000.00,
Climate and Clean Energy Equity Fund,2020,250000.00,
Climate and Clean Energy Equity Fund,2020,200000.00,
Climate and Clean Energy Equity Fund,2020,150000.00,
Climate and Clean Energy Equity Fund,2020,100000.00,
Climate and Clean Energy Equity Fund,2020,25000.00,
Climate and Clean Energy Equity Fund,2019,500000.00,
Climate and Clean Energy Equity Fund,2019,100000.00,
Clean Air Initiative for Asian Cities Center,2015,500000.00,
International Cryosphere ClimateInitiative Inc,2017,22500.00,
The FANG Collective,2018,6000.00,
The FANG Collective,2017,6000.00,
Paysandú Nuestro,2018,5000.00,
Citizens for the Environment,2019,4885.00,
Center for Biodiversity Strategies – University of Indonesia,2016,4000.00,
Partnership for Policy Integrity,2019,20000.00,
Partnership for Policy Integrity,2018,200000.00,
Partnership for Policy Integrity,2017,160000.00,
